"Patch My PC Supported Products - Report Created on 02/28/2022 20:10:20 - See: https://patchmypc.com/supported-products-scup-catalog"
"Product"
"SyncBackFree"
"8x8 - Virtual Office"
"8x8 Work (x64) - MSI Install"
"Adobe Acrobat 2015 Classic"
"Adobe Acrobat 2017 Classic"
"Adobe Acrobat 2020 Classic"
"Adobe Acrobat DC Continuous"
"Adobe Acrobat DC Continuous (x64)"
"Adobe Acrobat Reader 2015 Classic"
"Adobe Acrobat Reader 2017 Classic"
"Adobe Acrobat Reader 2020 Classic"
"Adobe Acrobat Reader DC Continuous (en-US)"
"Adobe Acrobat Reader DC Continuous (x64)"
"Adobe Acrobat Reader DC Continuous MUI"
"Adobe Connect (MSI)"
"Adobe Digital Editions"
"Adobe Flash Player Removal Tool"
"Adobe Lightroom (x64)"
"Adobe Lightroom (x86)"
"1Password (User)"
"Airtame (MSI)"
"Amazon Corretto 11 (x64)"
"Amazon Corretto 16 (x64)"
"Amazon Corretto 17 (x64)"
"Amazon Corretto 8 (x64)"
"Amazon Corretto 8 (x86)"
"Amazon Corretto Latest (x64)"
"Amazon WorkSpaces"
"PDF Split And Merge"
"Apache Tomcat 10"
"Apache Tomcat 6"
"Apache Tomcat 7"
"Apache Tomcat 8"
"Apache Tomcat 8.5"
"Apache Tomcat 9"
"OpenOffice"
"AirServer Universal (x64)"
"AirServer Universal (x86)"
"Apple Application Support (x64)"
"Apple Application Support (x86)"
"Apple Bonjour (x64)"
"Apple Bonjour (x86)"
"Apple iCloud (x64)"
"Apple iCloud (x86)"
"Apple iTunes (x64)"
"Apple iTunes (x86)"
"Apple Mobile Device Support (x64)"
"Apple Mobile Device Support (x86)"
"Apple Software Update"
"Articulate 360"
"GPL Ghostscript (x64)"
"GPL Ghostscript (x86)"
"Atlassian Companion (MSI)"
"Audacity"
"Audacity (x64)"
"Autodesk Design Review"
"Autodesk Revit 2022"
"Zulu JDK 11 (x64)"
"Zulu JDK 17 (x64)"
"Zulu JDK 8 (x64)"
"Zulu JDK Latest (x64)"
"Zulu JRE 17 (x64)"
"Zulu JRE 8 (x64)"
"Zulu JRE Latest (x64)"
"Bandicam"
"Bandicut"
"PhraseExpress"
"Belgium e-ID middleware (MSI-x64)"
"Belgium e-ID Middleware (MSI-x86)"
"Belgium e-ID Viewer (MSI)"
"CONNECTION Client (x64)"
"DisplayFusion"
"Bitwarden"
"Blender"
"Bloomberg Terminal"
"Blue Jeans Outlook Addin"
"BlueJeans"
"Bluebeam OCR 2020"
"Bluebeam Revu 2020 (x64)"
"FlashBack Express"
"Allway Sync (x64)"
"Allway Sync (x86)"
"Box Drive (x64)"
"Box Drive (x86)"
"Box For Office"
"BoxSync (x64)"
"BoxSync (x86)"
"BoxTools"
"CDBurnerXP (x64)"
"CDBurnerXP (x86)"
"Chef Infra Client (x64)"
"Cisco AnyConnect AMP Enabler Module"
"Cisco AnyConnect Diagnostics and Reporting Tool"
"Cisco AnyConnect ISE Compliance Module"
"Cisco AnyConnect ISE Posture Module"
"Cisco AnyConnect Network Access Manager"
"Cisco AnyConnect Network Visibility Module"
"Cisco AnyConnect Posture Module"
"Cisco AnyConnect Secure Mobility Client"
"Cisco AnyConnect Start Before Login Module"
"Cisco AnyConnect Umbrella Roaming Security Module"
"Cisco AnyConnect Web Security Module"
"Cisco Jabber 12"
"Cisco Jabber 14"
"Cisco Network Recording Player"
"Cisco WebEx Meetings"
"Cisco WebEx Productivity Tools"
"Cisco WebEx Recorder and Player"
"Cisco WebEx Teams"
"WebEx"
"Citrix Files"
"Citrix HDX RealTime Media Engine"
"Citrix Receiver LTSR"
"Citrix Workspace"
"Citrix Workspace LTSR"
"Royal TS 3"
"Royal TS 4"
"Royal TS 5"
"Royal TS 6"
"MinuteTraq"
"CPUID CPU-Z"
"DBeaver CE"
"Dell Command Update"
"Dell Command Update for Windows 10"
"Dell Display Manager"
"Remote Desktop Manager Enterprise"
"Remote Desktop Manager Free"
"DisplayLink"
"Docker for Windows"
"KeePass v1 - EXE Install"
"KeePass v1 - MSI Install"
"KeePass v2 - EXE Install"
"KeePass v2 - MSI Install"
"Paint.NET (x64)"
"Paint.NET (x86)"
"Dropbox"
"Druva inSync"
"Duo Authentication for Windows Logon (x64) - MSI Install"
"ImageGlass (MSI-x64)"
"DYMO Connect"
"Temurin JDK with Hotspot 11 (x64)"
"Temurin JDK with Hotspot 11 (x86)"
"Temurin JDK with Hotspot 17 (x64)"
"Temurin JDK with Hotspot 8 (x64)"
"Temurin JDK with Hotspot Latest (x64)"
"Temurin JRE with Hotspot 11 (x64)"
"Temurin JRE with Hotspot 11 (x86)"
"Temurin JRE with Hotspot 8 (x64)"
"Temurin JRE with Hotspot 8 (x86)"
"Egnyte Connect"
"Egnyte WebEdit (MSI)"
"ESET Endpoint Security 6 (x64)"
"ESET Endpoint Security 6 (x86)"
"ESET Endpoint Security 7 (x64)"
"ESET Endpoint Security 7 (x86)"
"ESET Endpoint Security 8 (x64)"
"ESET Endpoint Security 8 (x86)"
"ESET Endpoint Security 9 (x64)"
"ESET Endpoint Security 9 (x86)"
"ESET File Security 6 (x64)"
"ESET File Security 6 (x86)"
"ESET File Security 7 (x64)"
"ESET File Security 7 (x86)"
"ESET Remote Administrator Agent (x64)"
"ESET Remote Administrator Agent (x86)"
"Evernote"
"Exclaimer Cloud Signature Update Agent"
"FastStone Capture"
"Crypto Prevent"
"Foxit PDF Editor 11"
"Foxit PDF Editor 11 (ML)"
"Foxit PDF Reader 11"
"Foxit PhantomPDF 10"
"Foxit PhantomPDF 9"
"Foxit Reader"
"JAWS 2019 (x64)"
"JAWS 2019 (x86)"
"JAWS 2020 (x64)"
"JAWS 2020 (x86)"
"JAWS 2021 (x64)"
"JAWS 2021 (x86)"
"JAWS 2022 (x64)"
"JAWS 2022 (x86)"
"ZoomText 2021"
"ZoomText 2022"
"GanttProject"
"Garmin Express"
"GenesysCloud (EXE-x86)"
"PeaZip (x64)"
"PeaZip (x86)"
"GitHub CLI"
"Github Desktop Machine-Wide Installer"
"TightVNC (x64)"
"TightVNC (x86)"
"TightVNC Viewer (x64)"
"TightVNC Viewer (x86)"
"Jabra Direct"
"Google Chrome (x64)"
"Google Chrome (x86)"
"Google Drive"
"Google Earth Pro (x64)"
"Google Earth Pro (x86)"
"XnView"
"Greenshot"
"SnapGene Viewer"
"HandBrake (x64)"
"Adobe AIR Runtime"
"Huddle"
"UltraEdit (x64 en) - EXE Install"
"UltraEdit (x64 en) - MSI Install"
"UltraEdit (x86 en) - EXE Install"
"UltraEdit (x86 en) - MSI Install"
"7-Zip (x64) - EXE Install"
"7-Zip (x64) - MSI Install"
"7-Zip (x86) - EXE Install"
"7-Zip (x86) - MSI Install"
"VitalSource Bookshelf"
"Inkscape (x64)"
"Inkscape (x86)"
"IrfanView (x64)"
"IrfanView (x86)"
"Cyberduck (MSI)"
"IZArc"
"TreeSize Free"
"KeePassXC"
"K-Lite Basic Codec Pack"
"K-Lite Full Codec Pack"
"K-Lite Mega Codec Pack"
"K-Lite Standard Codec Pack"
"Kofax Power PDF 4 Advanced"
"Kofax Power PDF 4.1 Advanced"
"Attendant Pro"
"LsAgent"
"Screenpresso"
"Lenovo Dock Manager"
"Lenovo System Update"
"AutoHotkey"
"ImgBurn"
"Logi Tune"
"Logitech Options (x64)"
"GoToMeeting"
"LastPass"
"LogMeIn Client"
"Malwarebytes"
"WinSCP"
"Master Packager"
"Shotcut"
"Mendeley Desktop"
"Solstice Client"
"MicroDicom Viewer (x64)"
"MicroDicom Viewer (x86)"
"ConfigMgr Client Toolkit"
"Local Administrator Password Solution (x64)"
"Local Administrator Password Solution (x86)"
"Microsoft .NET Core Runtime and Hosting Bundle 2"
"Microsoft .NET Core Runtime and Hosting Bundle 3"
"Microsoft .NET Core Runtime and Hosting Bundle 5"
"Microsoft .NET Core Runtime and Hosting Bundle 6"
"Microsoft Azure CLI"
"Microsoft Azure Data Studio"
"Microsoft Azure Functions Core Tools (x64)"
"Microsoft Azure Information Protection"
"Microsoft Azure Storage Explorer"
"Microsoft Edge (x64)"
"Microsoft Edge (x86)"
"Microsoft Edge WebView2 Runtime (EXE-x64)"
"Microsoft EMET"
"Microsoft Mouse and Keyboard Center (x64)"
"Microsoft Mouse and Keyboard Center (x86)"
"Microsoft OneDrive (x64)"
"Microsoft OneDrive (x86)"
"Microsoft OpenJDK 11 (x64)"
"Microsoft OpenJDK 17 (x64)"
"Microsoft OpenJDK Latest (x64)"
"Microsoft Power BI Desktop (x64)"
"Microsoft Power BI Desktop (x86)"
"Microsoft Power BI Desktop Report Server (x64)"
"Microsoft Power BI Report Builder"
"Microsoft PowerToys"
"Microsoft SQL Server Management Studio 16"
"Microsoft SQL Server Management Studio 17"
"Microsoft SQL Server Management Studio 18"
"Microsoft SQL Server Reporting Services 2017"
"Microsoft Teams (x64)"
"Microsoft Teams (x86)"
"Microsoft Visual C++ 2015-2019 Redistributable (x64)"
"Microsoft Visual C++ 2015-2019 Redistributable (x86)"
"Microsoft Visual C++ 2015-2022 Redistributable (x64)"
"Microsoft Visual C++ 2015-2022 Redistributable (x86)"
"Microsoft Visual Studio Code (x64)"
"Microsoft Visual Studio Code (x86)"
"Power Automate Desktop"
"PowerShell Core (x64)"
"PowerShell Core (x86)"
"Remote Desktop Client for Windows Desktop (x64)"
"Skype 8"
"Sysmon (x64)"
"Sysmon (x86)"
"Mimecast for Outlook (x64)"
"Mimecast for Outlook (x86)"
"Mozilla Firefox (x64 da)"
"Mozilla Firefox (x64 de)"
"Mozilla Firefox (x64 en-GB)"
"Mozilla Firefox (x64 en-US)"
"Mozilla Firefox (x64 es-ES)"
"Mozilla Firefox (x64 es-MX)"
"Mozilla Firefox (x64 fr)"
"Mozilla Firefox (x64 it)"
"Mozilla Firefox (x64 nl)"
"Mozilla Firefox (x64 ru)"
"Mozilla Firefox (x86 da)"
"Mozilla Firefox (x86 de)"
"Mozilla Firefox (x86 en-GB)"
"Mozilla Firefox (x86 en-US)"
"Mozilla Firefox (x86 es-ES)"
"Mozilla Firefox (x86 es-MX)"
"Mozilla Firefox (x86 fr)"
"Mozilla Firefox (x86 it)"
"Mozilla Firefox (x86 nl)"
"Mozilla Firefox (x86 ru)"
"Mozilla Firefox ESR (x64 da)"
"Mozilla Firefox ESR (x64 de)"
"Mozilla Firefox ESR (x64 en-GB)"
"Mozilla Firefox ESR (x64 en-US)"
"Mozilla Firefox ESR (x64 es-ES)"
"Mozilla Firefox ESR (x64 es-MX)"
"Mozilla Firefox ESR (x64 fr)"
"Mozilla Firefox ESR (x64 it)"
"Mozilla Firefox ESR (x64 nl)"
"Mozilla Firefox ESR (x64 ru)"
"Mozilla Firefox ESR (x86 da)"
"Mozilla Firefox ESR (x86 de)"
"Mozilla Firefox ESR (x86 en-GB)"
"Mozilla Firefox ESR (x86 en-US)"
"Mozilla Firefox ESR (x86 es-ES)"
"Mozilla Firefox ESR (x86 es-MX)"
"Mozilla Firefox ESR (x86 fr)"
"Mozilla Firefox ESR (x86 it)"
"Mozilla Firefox ESR (x86 nl)"
"Mozilla Firefox ESR (x86 ru)"
"Mozilla SeaMonkey"
"Mozilla Thunderbird (x64)"
"Mozilla Thunderbird (x86)"
"Driver Automation Tool"
"NSClient++ (x64)"
"NSClient++ (x86)"
"NetSetMan"
"mRemoteNG"
"Nextcloud (x64)"
"Nextcloud (x86)"
"Nitro Pro 11 (x64)"
"Nitro Pro 11 (x86)"
"Nitro Pro 12 (x64)"
"Nitro Pro 12 (x86)"
"Nitro Pro 13 (x64)"
"Nitro Pro 13 (x86)"
"Nitro Pro Enterprise 11 (x64)"
"Nitro Pro Enterprise 11 (x86)"
"Nitro Pro Enterprise 12 (x64)"
"Nitro Pro Enterprise 12 (x86)"
"Nitro Pro Enterprise 13 (x64)"
"Nitro Pro Enterprise 13 (x86)"
"Nmap"
"Node.js (x64)"
"Node.js (x86)"
"Node.js 10 LTS (x64)"
"Node.js 10 LTS (x86)"
"Node.js 12 LTS (x64)"
"Node.js 12 LTS (x86)"
"Node.js 14 LTS (x64)"
"Node.js 14 LTS (x86)"
"Node.js 16 LTS (x64)"
"Node.js 16 LTS (x86)"
"Notepad++ (x64)"
"Notepad++ (x86)"
"NVIDIA GeForce Experience"
"OBS Studio (x64)"
"Obsidian (User-x64)"
"Umbrella Roaming Client"
"OpenShot Video Editor (x64)"
"OpenVPN (x64)"
"Opera (x64)"
"Opera (x86)"
"Oracle Java 7 (x64)"
"Oracle Java 7 (x86)"
"Oracle Java 8 (x64)"
"Oracle Java 8 (x86)"
"Oracle Java SE Development Kit 11 (x64)"
"Oracle Java SE Development Kit 17 (MSI-x64)"
"Oracle Java SE Development Kit 8 (x64)"
"Oracle Java SE Development Kit 8 (x86)"
"Oracle Java SE Development Kit Latest (MSI-x64)"
"Oracle MySQL Workbench Community Edition"
"Oracle VM VirtualBox 6"
"ownCloud Desktop Sync Client (x64)"
"GlobalProtect"
"PDF24 Creator"
"Archi (x64)"
"Archi (x86)"
"Pidgin"
"CCleaner"
"MapInfo Pro (x64)"
"MapInfo Pro (x86)"
"PKZip (x64)"
"PKZip (x86)"
"Plantronics Hub (EXE)"
"Plantronics Hub (x64)"
"Plantronics Hub (x86)"
"Plex Media Player (x64)"
"Poll Everywhere"
"Poly Lens"
"Postman (User-x64)"
"ProjectLibre (x64)"
